"Date","Longitude","Latitude","Elevation","Max Temperature","Min Temperature","Precipitation","Wind","Relative Humidity","Solar"
"1/1/2013","-104.061996459961","50.7372016906738","606","-0.699999999999989","-13.462","1.5887260224","6.0807772482907","0.937185800962316","2.498705386776",
"1/2/2013","-104.061996459961","50.7372016906738","606","-2.15800000000002","-18.475","2.7388550916","5.24144355369124","0.914975753165832","4.247632495296",
"1/3/2013","-104.061996459961","50.7372016906738","606","-3.29399999999998","-11.535","0","5.17878299955215","0.910793909099059","5.555140959096",
"1/4/2013","-104.061996459961","50.7372016906738","606","-5.80000000000001","-18.344","0","3.25178893893063","0.920467004886659","5.553538645284",
"1/5/2013","-104.061996459961","50.7372016906738","606","-4.02499999999998","-12.405","0.6909372612","3.96322268747668","0.941136958573685","4.82912643348",
"1/6/2013","-104.061996459961","50.7372016906738","606","0.767999999999972","-15.23","0.4875180372","6.23133500905477","0.947392039615405","4.500849855816",
"1/7/2013","-104.061996459961","50.7372016906738","606","0.406999999999982","-9.89299999999997","0.7192615536","6.22595272100929","0.939505636513281","4.767284061144",
"1/8/2013","-104.061996459961","50.7372016906738","606","0.422000000000025","-6.65300000000002","3.858951456","8.26697528511246","0.951325456660811","2.943695605932",
"1/9/2013","-104.061996459961","50.7372016906738","606","1.53399999999999","-6.99900000000002","1.2290959944","4.93537026607445","0.966860577538994","3.255391065168",
"1/10/2013","-104.061996459961","50.7372016906738","606","1.13400000000001","-11.712","4.142190366","6.08944141282156","0.949544183565664","2.41687650834",
"1/11/2013","-104.061996459961","50.7372016906738","606","-10.993","-23.011","3.967089516","7.74844262176529","0.836829068998802","3.88826061228",
"1/12/2013","-104.061996459961","50.7372016906738","606","-18.157","-26.961","0.0017166132","3.27215063107207","0.764590652316253","6.3835862669244",
"1/13/2013","-104.061996459961","50.7372016906738","606","-20.953","-25.803","0.0514983744","3.16051456431496","0.792773421983301","6.346100260152",
"1/14/2013","-104.061996459961","50.7372016906738","606","-16.798","-30.672","0.0154495188","2.81547835353641","0.786347258227179","6.223400197236",
"1/15/2013","-104.061996459961","50.7372016906738","606","1.101","-16.081","3.709604304","6.10647311992472","0.95463539083376","1.781755513632",
"1/16/2013","-104.061996459961","50.7372016906738","606","0.12700000000001","-10.986","5.50260396","2.87821103058183","0.949319994916387","4.29141641364",
"1/17/2013","-104.061996459961","50.7372016906738","606","-3.87700000000001","-17.805","3.787707816","3.98109681323532","0.915579937019643","2.898834912324",
"1/18/2013","-104.061996459961","50.7372016906738","606","0.817999999999984","-3.11200000000002","1.5174860688","4.97550671622848","0.992741962905633","4.1959276387344",
"1/19/2013","-104.061996459961","50.7372016906738","606","-0.307000000000016","-25.064","0.9458538444","5.5534954975577","0.826019823096101","6.723058681476",
"1/20/2013","-104.061996459961","50.7372016906738","606","-18.044","-27.934","0.3639221568","6.22446793908549","0.764940060400508","6.775595375508",
"1/21/2013","-104.061996459961","50.7372016906738","606","-21.427","-28.684","0.008583066","3.63618063036148","0.763787062909324","6.563801737728",
"1/22/2013","-104.061996459961","50.7372016906738","606","-14.786","-28.494","0.415420416","2.37641838665753","0.814704859449304","5.28425211762",
"1/23/2013","-104.061996459961","50.7372016906738","606","-20.371","-27.118","0.0291824244","3.49430749025289","0.780924818241208","5.5309628195064",
"1/24/2013","-104.061996459961","50.7372016906738","606","-7.68400000000003","-20.399","2.6418703068","7.98845576881026","0.845697479690191","3.6709543939716",
"1/25/2013","-104.061996459961","50.7372016906738","606","-10.22","-30.357","0.2162932452","3.86494589610736","0.816530303987917","7.3483699881996",
"1/26/2013","-104.061996459961","50.7372016906738","606","-5.62200000000001","-9.94900000000001","0.712394856","1.83431795536333","0.953766401012554","5.45033327364",
"1/27/2013","-104.061996459961","50.7372016906738","606","-2.154","-9.38200000000001","3.323367576","3.2980793030089","0.960482763883533","3.806658972612",
"1/28/2013","-104.061996459961","50.7372016906738","606","-3.185","-13.871","0.5270006556","2.57703378750484","0.961400170140911","5.4638333763984",
